year,year_month,patch,seedling,group,grouped,id2017,id2017_conf,dist_nedge,treat_det,root_sub_det,treat_simp,root_sub_simp,surface_waterdepth,total_height,green_height,subsurf_to_tip,green_nodes1,green_nodes2,tip_nodes,health_orig,health,vigor,vigor_all,accounted_for,present,newly_dead,dead,notes,notes2
2019,2019-Mar,Cushion,PU04_05B,PU04_05,1,131,High,19.5,ASPU,ASPU peat,Lawn,Fibric peat,,25,,24.5,,,,G/B,Green-brown,1,1,1,1,0,0,,
2013,2013-Mar,Cushion,PU04_05A,PU04_05,1,130,High,19.4,pool,F/S NSP,Pool,Sapric peat,6,28,10,27.5,32,20,,g,Green,1,1,1,1,0,0,3 lwdb (1=2nd leader),
2014,2014-Mar,Cushion,PU04_05A,PU04_05,1,130,High,19.4,pool,F/S NSP,Pool,Sapric peat,4,,7,26,30,,,,,,,1,1,0,0,,
2016,2016-Feb,Cushion,PU04_05A,PU04_05,1,130,High,19.4,pool,F/S NSP,Pool,Sapric peat,,30.5,6,26,27,,,y,Yellow,2,2,1,1,0,0,yg,RC
2017,2017-Mar,Cushion,PU04_05A,PU04_05,1,130,High,19.4,pool,F/S NSP,Pool,Sapric peat,,24,,22,,,,Y,Yellow,2,2,1,1,0,0,,
2018,2018-Mar,Cushion,PU04_05A,PU04_05,1,130,High,19.4,pool,F/S NSP,Pool,Sapric peat,,,,,,,,GY,Green-yellow,1,1,1,1,0,0,,
2019,2019-Mar,Cushion,PU04_05A,PU04_05,1,130,High,19.4,pool,F/S NSP,Pool,Sapric peat,3.5,23,,23.5,,,,G,Green,1,1,1,1,0,0,,
2013,2013-Mar,Cushion,PU04_06B,PU04_06,1,133,High,26.7,OROB over SPMA,S/F NSPU w/ SP,Lawn,Sapric peat,,22,8.5,21.5,40,,,g,Green,1,1,1,1,0,0,,
2014,2014-Mar,Cushion,PU04_06B,PU04_06,1,133,High,26.7,OROB over SPMA,S/F NSPU w/ SP,Lawn,Sapric peat,,,7,22,34,,,,,,,1,1,0,0,,
2016,2016-Feb,Cushion,PU04_06B,PU04_06,1,133,High,26.7,OROB over SPMA,S/F NSPU w/ SP,Lawn,Sapric peat,,22.5,4.5,22,28,,,yg,Yellow-green,2,2,1,1,0,0,yg,RC
2017,2017-Mar,Cushion,PU04_06B,PU04_06,1,133,High,26.7,OROB over SPMA,S/F NSPU w/ SP,Lawn,Sapric peat,0,23.5,,23.5,,,,YG,Yellow-green,2,2,1,1,0,0,0,
2018,2018-Mar,Cushion,PU04_06B,PU04_06,1,133,High,26.7,OROB over SPMA,S/F NSPU w/ SP,Lawn,Sapric peat,,,,,,,,GY,Green-yellow,1,1,1,1,0,0,,
2019,2019-Mar,Cushion,PU04_06B,PU04_06,1,133,High,26.7,OROB over SPMA,S/F NSPU w/ SP,Lawn,Sapric peat,,23,,22,,,,G,Green,1,1,1,1,0,0,,
2013,2013-Mar,Cushion,PU04_06A,PU04_06,1,132,High,26.7,pool,FNSP,Pool,Fibric peat,1.5,26,7,24,20,,,g,Green,1,1,1,1,0,0,,
2014,2014-Mar,Cushion,PU04_06A,PU04_06,1,132,High,26.7,pool,FNSP,Pool,Fibric peat,1,,6,25,18,,,,,,,1,1,0,0,,
2016,2016-Feb,Cushion,PU04_06A,PU04_06,1,132,High,26.7,pool,FNSP,Pool,Fibric peat,,26.5,3.5,25,18,,,y/b,Yellow-brown,2,2,1,1,0,0,yg/b,RC
2017,2017-Mar,Cushion,PU04_06A,PU04_06,1,132,High,26.7,pool,FNSP,Pool,Fibric peat,3.5,26.5,,24,,,,YB,Yellow-brown,2,2,1,1,0,0,3.5,
2018,2018-Mar,Cushion,PU04_06A,PU04_06,1,132,High,26.7,pool,FNSP,Pool,Fibric peat,,,,,,,,B,Brown,4,4,1,1,0,0,,
2019,2019-Mar,Cushion,PU04_06A,PU04_06,1,132,High,26.7,pool,FNSP,Pool,Fibric peat,3,27.5,,25,,,,B,Brown,4,4,1,1,0,0,,
2013,2013-Mar,Cushion,PU04_07B,PU04_07,1,135,High,33.5,OROB/MUNA over DSPMA,S/F NSP w/ SPMA,Lawn,Sapric peat,,18.5,8,18.5,23,,,g,Green,1,1,1,1,0,0,,
2014,2014-Mar,Cushion,PU04_07B,PU04_07,1,135,High,33.5,OROB/MUNA over DSPMA,S/F NSP w/ SPMA,Lawn,Sapric peat,,,5,19.5,16,,,,,,,1,1,0,0,,
2016,2016-Feb,Cushion,PU04_07B,PU04_07,1,135,High,33.5,OROB/MUNA over DSPMA,S/F NSP w/ SPMA,Lawn,Sapric peat,,18.5,0.5,19.5,9,,,b/y,Brown-yellow,3,3,1,1,0,0,b/yg,RC
2017,2017-Mar,Cushion,PU04_07B,PU04_07,1,135,High,33.5,OROB/MUNA over DSPMA,S/F NSP w/ SPMA,Lawn,Sapric peat,0,18.5,,20,,,,B,Brown,4,4,1,1,0,0,0,
2018,2018-Mar,Cushion,PU04_07B,PU04_07,1,135,High,33.5,OROB/MUNA over DSPMA,S/F NSP w/ SPMA,Lawn,Sapric peat,,,,,,,,B,Brown,4,4,1,1,0,0,,
2019,2019-Mar,Cushion,PU04_07B,PU04_07,1,135,High,33.5,OROB/MUNA over DSPMA,S/F NSP w/ SPMA,Lawn,Sapric peat,,18,,19.5,,,,B/Y,Brown-yellow,3,3,1,1,0,0,,
2013,2013-Mar,Cushion,PU04_07A,PU04_07,1,134,High,33.5,wet dep,S/F NSP w/ SPMA,Pool,Sapric peat,,21,5,19.5,22,,,g,Green,1,1,1,1,0,0,3 lwdb,
2014,2014-Mar,Cushion,PU04_07A,PU04_07,1,134,High,33.5,wet dep,S/F NSP w/ SPMA,Pool,Sapric peat,0,,5.5,20,21,,,,,,,1,1,0,0,,
2016,2016-Feb,Cushion,PU04_07A,PU04_07,1,134,High,33.5,wet dep,S/F NSP w/ SPMA,Pool,Sapric peat,,21.5,1.5,19.5,15,,,y/b,Yellow-brown,2,2,1,1,0,0,b/yg,RC
2017,2017-Mar,Cushion,PU04_07A,PU04_07,1,134,High,33.5,wet dep,S/F NSP w/ SPMA,Pool,Sapric peat,1,21,,20.5,,,,YB,Yellow-brown,2,2,1,1,0,0,1,
2018,2018-Mar,Cushion,PU04_07A,PU04_07,1,134,High,33.5,wet dep,S/F NSP w/ SPMA,Pool,Sapric peat,,,,,,,,BG,Brown-green,3,3,1,1,0,0,,
2019,2019-Mar,Cushion,PU04_07A,PU04_07,1,134,High,33.5,wet dep,S/F NSP w/ SPMA,Pool,Sapric peat,2,21.5,,20.5,,,,B/G,Brown-green,3,3,1,1,0,0,,
2013,2013-Mar,Cushion,PU05_01B,PU05_01,1,137,High,2.4,MUNA/OROB,F/S NSP,Lawn,Sapric peat,,29.5,13,27.5,31,,,g,Green,1,1,1,1,0,0,,
2014,2014-Mar,Cushion,PU05_01B,PU05_01,1,137,High,2.4,MUNA/OROB,F/S NSP,Lawn,Sapric peat,,,8.5,28.5,32,,,,,,,1,1,0,0,,
2016,2016-Feb,Cushion,PU05_01B,PU05_01,1,137,High,2.4,MUNA/OROB,F/S NSP,Lawn,Sapric peat,,29.5,3,28.5,24,,,yg/b,Yellow-green/brown,2,2,1,1,0,0,yg/b,RC
2017,2017-Mar,Cushion,PU05_01B,PU05_01,1,137,High,2.4,MUNA/OROB,F/S NSP,Lawn,Sapric peat,0,30,,29,,,,YB,Yellow-brown,2,2,1,1,0,0,0,
2018,2018-Mar,Cushion,PU05_01B,PU05_01,1,137,High,2.4,MUNA/OROB,F/S NSP,Lawn,Sapric peat,,,,,,,,B,Brown,4,4,1,1,0,0,,
2019,2019-Mar,Cushion,PU05_01B,PU05_01,1,137,High,2.4,MUNA/OROB,F/S NSP,Lawn,Sapric peat,,28.5,,26.5,,,,B/G,Brown-green,3,3,1,1,0,0,,
2013,2013-Mar,Cushion,PU05_01A,PU05_01,1,136,High,2.4,pool,FNSP,Pool,Fibric peat,4,31.5,17,31,32,,,g,Green,1,1,1,1,0,0,1 lwdb,
2014,2014-Mar,Cushion,PU05_01A,PU05_01,1,136,High,2.4,pool,FNSP,Pool,Fibric peat,5,,8,33,33,,,,,,,1,1,0,0,,
2016,2016-Feb,Cushion,PU05_01A,PU05_01,1,136,High,2.4,pool,FNSP,Pool,Fibric peat,,32.5,3.5,31,27,,,y,Yellow,2,2,1,1,0,0,yg,RC
2017,2017-Mar,Cushion,PU05_01A,PU05_01,1,136,High,2.4,pool,FNSP,Pool,Fibric peat,2.5,32,,30,,,,YB,Yellow-brown,2,2,1,1,0,0,2.5,
2018,2018-Mar,Cushion,PU05_01A,PU05_01,1,136,High,2.4,pool,FNSP,Pool,Fibric peat,,,,,,,,B,Brown,4,4,1,1,0,0,,
2019,2019-Mar,Cushion,PU05_01A,PU05_01,1,136,High,2.4,pool,FNSP,Pool,Fibric peat,4,32.5,,31,,,,B/G,Brown-green,3,3,1,1,0,0,,
2013,2013-Mar,Cushion,PU05_02B,PU05_02,1,139,High,6.6,golfgrn/MUNA/OROB,F/S NSP,Lawn,Sapric peat,,25.5,12.5,23,25,18,,g,Green,1,1,1,1,0,0,3 lwdb,
2014,2014-Mar,Cushion,PU05_02B,PU05_02,1,139,High,6.6,golfgrn/MUNA/OROB,F/S NSP,Lawn,Sapric peat,,,7,23.5,24,,,,,,,1,1,0,0,,
2016,2016-Feb,Cushion,PU05_02B,PU05_02,1,139,High,6.6,golfgrn/MUNA/OROB,F/S NSP,Lawn,Sapric peat,,25.5,3,23.5,18,,,yg/b,Yellow-green/brown,2,2,1,1,0,0,yg/b,RC
2017,2017-Mar,Cushion,PU05_02B,PU05_02,1,139,High,6.6,golfgrn/MUNA/OROB,F/S NSP,Lawn,Sapric peat,0,26.5,,24,,,,YB,Yellow-brown,2,2,1,1,0,0,0,
2018,2018-Mar,Cushion,PU05_02B,PU05_02,1,139,High,6.6,golfgrn/MUNA/OROB,F/S NSP,Lawn,Sapric peat,,,,,,,,YB,Yellow-brown,2,2,1,1,0,0,,
2019,2019-Mar,Cushion,PU05_02B,PU05_02,1,139,High,6.6,golfgrn/MUNA/OROB,F/S NSP,Lawn,Sapric peat,,25.5,,20.5,,,,B/Y,Brown-yellow,3,3,1,1,0,0,,
2013,2013-Mar,Cushion,PU05_02A,PU05_02,1,138,High,6.4,pool,FNSP,Pool,Fibric peat,5,33,18.5,33,40,,,g,Green,1,1,1,1,0,0,,
2014,2014-Mar,Cushion,PU05_02A,PU05_02,1,138,High,6.4,pool,FNSP,Pool,Fibric peat,5,,7,33,32,,,,,,,1,1,0,0,,
2016,2016-Feb,Cushion,PU05_02A,PU05_02,1,138,High,6.4,pool,FNSP,Pool,Fibric peat,,32.5,3,31.5,28,,,yg,Yellow-green,2,2,1,1,0,0,yg,RC
2017,2017-Mar,Cushion,PU05_02A,PU05_02,1,138,High,6.4,pool,FNSP,Pool,Fibric peat,0,30,,27,,,,YG,Yellow-green,2,2,1,1,0,0,0,
2018,2018-Mar,Cushion,PU05_02A,PU05_02,1,138,High,6.4,pool,FNSP,Pool,Fibric peat,,,,,,,,Y,Yellow,2,2,1,1,0,0,,
2019,2019-Mar,Cushion,PU05_02A,PU05_02,1,138,High,6.4,pool,FNSP,Pool,Fibric peat,0.3,31,,26,,,,G/GY,Green-yellow,1,1,1,1,0,0,,
2013,2013-Mar,Burned Forest,ZS01_01C,ZS01_01,1,142,High,10.4,H,SPMA,High,Sphagnum,,36,24,33.5,35,,,g,Green,1,1,1,1,0,0,1 lwdb,
2014,2014-Mar,Burned Forest,ZS01_01C,ZS01_01,1,142,High,10.4,H,SPMA,High,Sphagnum,,,9,23.5,39,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS01_01C,ZS01_01,1,142,High,10.4,H,SPMA,High,Sphagnum,,36.5,3,29,37,,,yg,Yellow-green,2,2,1,1,0,0,y,
2017,2017-Mar,Burned Forest,ZS01_01C,ZS01_01,1,142,High,10.4,H,SPMA,High,Sphagnum,,36,,31,,,,Y,Yellow,2,2,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS01_01C,ZS01_01,1,142,High,10.4,H,SPMA,High,Sphagnum,,,,,,,,Y,Yellow,2,2,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS01_01C,ZS01_01,1,142,High,10.4,H,SPMA,High,Sphagnum,,36.5,,25,,,,G/B,Green-brown,1,1,1,1,0,0,H,
2013,2013-Mar,Burned Forest,ZS01_01A,ZS01_01,1,140,High,10.4,L,D-SPMA/wet,Low,Dead Sphagnum,,30,16.5,27.5,29,,,g,Green,1,1,1,1,0,0,created,
2014,2014-Mar,Burned Forest,ZS01_01A,ZS01_01,1,140,High,10.4,L,D-SPMA/wet,Low,Dead Sphagnum,,,8.5,26,32,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS01_01A,ZS01_01,1,140,High,10.4,L,D-SPMA/wet,Low,Dead Sphagnum,,30,5.5,17,20,,,yg,Yellow-green,2,2,1,1,0,0,y,
2017,2017-Mar,Burned Forest,ZS01_01A,ZS01_01,1,140,High,10.4,L,D-SPMA/wet,Low,Dead Sphagnum,,30,,20,,,,YG,Yellow-green,2,2,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS01_01A,ZS01_01,1,140,High,10.4,L,D-SPMA/wet,Low,Dead Sphagnum,,,,,,,,YG,Yellow-green,2,2,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS01_01A,ZS01_01,1,140,High,10.4,L,D-SPMA/wet,Low,Dead Sphagnum,,30.5,,10,,,,vg,Vibrant green,1,1,1,1,0,0,L; vibrant green,
2013,2013-Mar,Burned Forest,ZS01_01B,ZS01_01,1,141,High,10.4,M,SPMA,Medium,Sphagnum,,36.5,19,33,39,,,g,Green,1,1,1,1,0,0,,
2014,2014-Mar,Burned Forest,ZS01_01B,ZS01_01,1,141,High,10.4,M,SPMA,Medium,Sphagnum,,,7,28.5,39,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS01_01B,ZS01_01,1,141,High,10.4,M,SPMA,Medium,Sphagnum,,34,5,24.5,32,,,yg,Yellow-green,2,2,1,1,0,0,y,
2017,2017-Mar,Burned Forest,ZS01_01B,ZS01_01,1,141,High,10.4,M,SPMA,Medium,Sphagnum,,33.5,,26.5,,,,YG,Yellow-green,2,2,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS01_01B,ZS01_01,1,141,High,10.4,M,SPMA,Medium,Sphagnum,,,,,,,,YG,Yellow-green,2,2,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS01_01B,ZS01_01,1,141,High,10.4,M,SPMA,Medium,Sphagnum,,35,,19.5,,,,G,Green,1,1,1,1,0,0,M,
2013,2013-Mar,Burned Forest,ZS01_02C,ZS01_02,1,145,High,10.3,H,SPMA,High,Sphagnum,,26,9.5,24,36,,,g,Green,1,1,1,1,0,0,,
2014,2014-Mar,Burned Forest,ZS01_02C,ZS01_02,1,145,High,10.3,H,SPMA,High,Sphagnum,,,6,22.5,39,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS01_02C,ZS01_02,1,145,High,10.3,H,SPMA,High,Sphagnum,,25.5,4,19,34,,,yg,Yellow-green,2,2,1,1,0,0,y,
2017,2017-Mar,Burned Forest,ZS01_02C,ZS01_02,1,145,High,10.3,H,SPMA,High,Sphagnum,,17.5,,24.5,,,,YG,Yellow-green,2,2,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS01_02C,ZS01_02,1,145,High,10.3,H,SPMA,High,Sphagnum,,,,,,,,YG,Yellow-green,2,2,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS01_02C,ZS01_02,1,145,High,10.3,H,SPMA,High,Sphagnum,,26,,15.5,,,,G,Green,1,1,1,1,0,0,H,
2013,2013-Mar,Burned Forest,ZS01_02A,ZS01_02,1,143,High,10.3,L,D-SPMA/wet,Low,Dead Sphagnum,,28.5,20,27.5,36,,,g,Green,1,1,1,1,0,0,lower branching,
2014,2014-Mar,Burned Forest,ZS01_02A,ZS01_02,1,143,High,10.3,L,D-SPMA/wet,Low,Dead Sphagnum,,,8,27,41,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS01_02A,ZS01_02,1,143,High,10.3,L,D-SPMA/wet,Low,Dead Sphagnum,,31.5,4,20,31,,,yg,Yellow-green,2,2,1,1,0,0,yg,
2017,2017-Mar,Burned Forest,ZS01_02A,ZS01_02,1,143,High,10.3,L,D-SPMA/wet,Low,Dead Sphagnum,,29.5,,25,,,,YG,Yellow-green,2,2,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS01_02A,ZS01_02,1,143,High,10.3,L,D-SPMA/wet,Low,Dead Sphagnum,,,,,,,,G,Green,1,1,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS01_02A,ZS01_02,1,143,High,10.3,L,D-SPMA/wet,Low,Dead Sphagnum,,30.5,,15.5,,,,G,Green,1,1,1,1,0,0,L,
2013,2013-Mar,Burned Forest,ZS01_02B,ZS01_02,1,144,High,10.3,M,SPMA,Medium,Sphagnum,,28,12,26.5,31,,,g,Green,1,1,1,1,0,0,,
2014,2014-Mar,Burned Forest,ZS01_02B,ZS01_02,1,144,High,10.3,M,SPMA,Medium,Sphagnum,,,9,24.5,33,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS01_02B,ZS01_02,1,144,High,10.3,M,SPMA,Medium,Sphagnum,,28,7.5,20,29,,,yg,Yellow-green,2,2,1,1,0,0,yg,
2017,2017-Mar,Burned Forest,ZS01_02B,ZS01_02,1,144,High,10.3,M,SPMA,Medium,Sphagnum,,27.5,,22,,,,YG,Yellow-green,2,2,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS01_02B,ZS01_02,1,144,High,10.3,M,SPMA,Medium,Sphagnum,,,,,,,,G,Green,1,1,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS01_02B,ZS01_02,1,144,High,10.3,M,SPMA,Medium,Sphagnum,,28,,16.5,,,,G,Green,1,1,1,1,0,0,M,
2013,2013-Mar,Burned Forest,ZS01_03,ZS01_03,0,146,High,14.8,L/yellow Sphagnum,FNSP/wet,Low,Fibric peat,0.5,25,13.5,25,31,,,g,Green,1,1,1,1,0,0,,
2014,2014-Mar,Burned Forest,ZS01_03,ZS01_03,0,146,High,14.8,L/yellow Sphagnum,FNSP/wet,Low,Fibric peat,,,9,24,33,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS01_03,ZS01_03,0,146,High,14.8,L/yellow Sphagnum,FNSP/wet,Low,Fibric peat,,27.5,8.5,20.5,33,,,yg,Yellow-green,2,2,1,1,0,0,yg,
2017,2017-Mar,Burned Forest,ZS01_03,ZS01_03,0,146,High,14.8,L/yellow Sphagnum,FNSP/wet,Low,Fibric peat,,23,,18,,,,G,Green,1,1,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS01_03,ZS01_03,0,146,High,14.8,L/yellow Sphagnum,FNSP/wet,Low,Fibric peat,,,,,,,,GY,Green-yellow,1,1,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS01_03,ZS01_03,0,146,High,14.8,L/yellow Sphagnum,FNSP/wet,Low,Fibric peat,,28,,20,,,,G,Green,1,1,1,1,0,0,solo,
2013,2013-Mar,Burned Forest,ZS01_04C,ZS01_04,1,149,High,22.4,H,SPMA,High,Sphagnum,,27,7.5,23,31,,,g,Green,1,1,1,1,0,0,,
2014,2014-Mar,Burned Forest,ZS01_04C,ZS01_04,1,149,High,22.4,H,SPMA,High,Sphagnum,,,6,17.5,28,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS01_04C,ZS01_04,1,149,High,22.4,H,SPMA,High,Sphagnum,,24,3,15,15,,,yg,Yellow-green,2,2,1,1,0,0,yg,
2017,2017-Mar,Burned Forest,ZS01_04C,ZS01_04,1,149,High,22.4,H,SPMA,High,Sphagnum,,25,,14,,,,YG,Yellow-green,2,2,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS01_04C,ZS01_04,1,149,High,22.4,H,SPMA,High,Sphagnum,,,,,,,,GY,Green-yellow,1,1,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS01_04C,ZS01_04,1,149,High,22.4,H,SPMA,High,Sphagnum,,26,,11,,,,G,Green,1,1,1,1,0,0,H,
2013,2013-Mar,Burned Forest,ZS01_04A,ZS01_04,1,147,High,23,L/yellow Sphagnum,D-YS/wet,Low,Dead Sphagnum,,27.5,10.5,24,30,,,g,Green,1,1,1,1,0,0,1 lwdb,
2014,2014-Mar,Burned Forest,ZS01_04A,ZS01_04,1,147,High,23,L/yellow Sphagnum,D-YS/wet,Low,Dead Sphagnum,,,8,19.5,27,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS01_04A,ZS01_04,1,147,High,23,L/yellow Sphagnum,D-YS/wet,Low,Dead Sphagnum,,28,7.5,17.5,26,,,yg,Yellow-green,2,2,1,1,0,0,yg,
2017,2017-Mar,Burned Forest,ZS01_04A,ZS01_04,1,147,High,23,L/yellow Sphagnum,D-YS/wet,Low,Dead Sphagnum,,27,,18.5,,,,G,Green,1,1,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS01_04A,ZS01_04,1,147,High,23,L/yellow Sphagnum,D-YS/wet,Low,Dead Sphagnum,,,,,,,,YG,Yellow-green,2,2,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS01_04A,ZS01_04,1,147,High,23,L/yellow Sphagnum,D-YS/wet,Low,Dead Sphagnum,,28,,17,,,,G,Green,1,1,1,1,0,0,L,
2013,2013-Mar,Burned Forest,ZS01_04B,ZS01_04,1,148,High,22.7,M,SPMA,Medium,Sphagnum,,26,8.5,21,28,,,g,Green,1,1,1,1,0,0,,
2014,2014-Mar,Burned Forest,ZS01_04B,ZS01_04,1,148,High,22.7,M,SPMA,Medium,Sphagnum,,,7.5,19.5,29,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS01_04B,ZS01_04,1,148,High,22.7,M,SPMA,Medium,Sphagnum,,25,4,19,24,,,yg,Yellow-green,2,2,1,1,0,0,yg,
2017,2017-Mar,Burned Forest,ZS01_04B,ZS01_04,1,148,High,22.7,M,SPMA,Medium,Sphagnum,,24,,17,,,,YG,Yellow-green,2,2,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS01_04B,ZS01_04,1,148,High,22.7,M,SPMA,Medium,Sphagnum,,,,,,,,YG,Yellow-green,2,2,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS01_04B,ZS01_04,1,148,High,22.7,M,SPMA,Medium,Sphagnum,,27,,7,,,,G,Green,1,1,1,1,0,0,M,
2013,2013-Mar,Burned Forest,ZS01_05A,ZS01_05,1,150,High,26.9,L,D-SPMA/wet,Low,Dead Sphagnum,,36.5,26.5,35.5,35,,,g,Green,1,1,1,1,0,0,1 lwdb,
2014,2014-Mar,Burned Forest,ZS01_05A,ZS01_05,1,150,High,26.9,L,D-SPMA/wet,Low,Dead Sphagnum,,,7.5,38,33,,,,,,,1,1,0,0,trampled?,
2016,2016-Feb,Burned Forest,ZS01_05A,ZS01_05,1,150,High,26.9,L,D-SPMA/wet,Low,Dead Sphagnum,,44,7,32,29,,,yg,Yellow-green,2,2,1,1,0,0,yg,
2017,2017-Mar,Burned Forest,ZS01_05A,ZS01_05,1,150,High,26.9,L,D-SPMA/wet,Low,Dead Sphagnum,,39,,30,,,,G,Green,1,1,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS01_05A,ZS01_05,1,150,High,26.9,L,D-SPMA/wet,Low,Dead Sphagnum,,,,,,,,GY,Green-yellow,1,1,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS01_05A,ZS01_05,1,150,High,26.9,L,D-SPMA/wet,Low,Dead Sphagnum,,,,,,,,,,,,0,0,,,MIA?,
2013,2013-Mar,Burned Forest,ZS01_05B,ZS01_05,1,151,High,26.9,M,SPMA,Medium,Sphagnum,,33,10,29.5,43,18,,g,Green,1,1,1,1,0,0,3 lwdb (1=2nd leader),
2014,2014-Mar,Burned Forest,ZS01_05B,ZS01_05,1,151,High,26.9,M,SPMA,Medium,Sphagnum,,,5.5,29,43,,,,,,,1,1,0,0,exposed/leader bent,
2016,2016-Feb,Burned Forest,ZS01_05B,ZS01_05,1,151,High,26.9,M,SPMA,Medium,Sphagnum,,32,2.5,23.5,24,,,yg,Yellow-green,2,2,1,1,0,0,yg/b,
2017,2017-Mar,Burned Forest,ZS01_05B,ZS01_05,1,151,High,26.9,M,SPMA,Medium,Sphagnum,,32,,23,,,,YG,Yellow-green,2,2,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS01_05B,ZS01_05,1,151,High,26.9,M,SPMA,Medium,Sphagnum,,,,,,,,YG,Yellow-green,2,2,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS01_05B,ZS01_05,1,151,High,26.9,M,SPMA,Medium,Sphagnum,,31.5,,23,,,,G/B,Green-brown,1,1,1,1,0,0,M?,
2013,2013-Mar,Burned Forest,ZS01_06,ZS01_06,0,152,High,31.7,"L, BGM",MP (NS)/wet,Low,Mucky peat,,23,12,23,29,,,g,Green,1,1,1,1,0,0,some top roots exposed,
2014,2014-Mar,Burned Forest,ZS01_06,ZS01_06,0,152,High,31.7,"L, BGM",MP (NS)/wet,Low,Mucky peat,,,8.5,24,31,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS01_06,ZS01_06,0,152,High,31.7,"L, BGM",MP (NS)/wet,Low,Mucky peat,,26.5,2.5,21.5,24,,,yg,Yellow-green,2,2,1,1,0,0,yg,
2017,2017-Mar,Burned Forest,ZS01_06,ZS01_06,0,152,High,31.7,"L, BGM",MP (NS)/wet,Low,Mucky peat,,24,,21,,,,G,Green,1,1,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS01_06,ZS01_06,0,152,High,31.7,"L, BGM",MP (NS)/wet,Low,Mucky peat,,,,,,,,GB,Green-brown,1,1,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS01_06,ZS01_06,0,152,High,31.7,"L, BGM",MP (NS)/wet,Low,Mucky peat,,24,,21,,,,G/B,Green-brown,1,1,1,1,0,0,pool SPFA,
2013,2013-Mar,Burned Forest,ZS02_01C,ZS02_01,1,155,High,0.9,H,SPMA,High,Sphagnum,,21,7,18.5,22,,,g,Green,1,1,1,1,0,0,,
2014,2014-Mar,Burned Forest,ZS02_01C,ZS02_01,1,155,High,0.9,H,SPMA,High,Sphagnum,,,4.5,15,19,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS02_01C,ZS02_01,1,155,High,0.9,H,SPMA,High,Sphagnum,,20,3,9,19,,,yg,Yellow-green,2,2,1,1,0,0,yg,
2017,2017-Mar,Burned Forest,ZS02_01C,ZS02_01,1,155,High,0.9,H,SPMA,High,Sphagnum,,21,,9,,,,Y,Yellow,2,2,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS02_01C,ZS02_01,1,155,High,0.9,H,SPMA,High,Sphagnum,,,,,,,,YG,Yellow-green,2,2,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS02_01C,ZS02_01,1,155,High,0.9,H,SPMA,High,Sphagnum,,20.5,,3,,,,G,Green,1,1,1,1,0,0,H,
2013,2013-Mar,Burned Forest,ZS02_01A,ZS02_01,1,153,High,0.9,L,SPMA/D-SPMA/wet,Low,Live/dead Sphagnum,,20,9,20,20,10,,g,Green,1,1,1,1,0,0,created; 2nd leader,
2014,2014-Mar,Burned Forest,ZS02_01A,ZS02_01,1,153,High,0.9,L,SPMA/D-SPMA/wet,Low,Live/dead Sphagnum,,,8,17.5,23,,,,,,,1,1,0,0,,
